year,province,baseline_2025_power_mw,provincial_share,target_total_power_mw,min_extendable_power_mw,max_extendable_power_mw,min_extendable_energy_mwh,max_extendable_energy_mwh,guard_active,lower_multiplier,upper_multiplier,national_cumulative_target_mw
2040,Fujian,746.015,0.00548540437143085,3291.24262285851,0.0,4278.615409716063,0.0,25671.69245829638,True,0.0,1.3,600000.0
2040,Jiangxi,1751.915,0.012881727846457882,7729.0367078747295,0.0,10047.747720237148,0.0,60286.48632142289,True,0.0,1.3,600000.0
2040,Shandong,11210.0,0.0824264699821583,49455.88198929498,0.0,64292.64658608348,0.0,385755.87951650086,True,0.0,1.3,600000.0
2040,Henan,5000.0,0.03676470561202422,22058.82336721453,0.0,28676.47037737889,0.0,172058.82226427333,True,0.0,1.3,600000.0
2040,Hubei,1569.204,0.01153826462104217,6922.958772625302,0.0,8999.846404412892,0.0,53999.078426477354,True,0.0,1.3,600000.0
2040,Hunan,5317.517,0.03909938941838684,23459.6336510321,0.0,30497.523746341732,0.0,182985.1424780504,True,0.0,1.3,600000.0
2040,Guangdong,7317.268,0.05380344078085705,32282.06446851423,0.0,41966.6838090685,0.0,251800.102854411,True,0.0,1.3,600000.0
2040,Guangxi,996.006,0.007323573475561959,4394.144085337175,0.0,5712.387310938328,0.0,34274.323865629965,True,0.0,1.3,600000.0
2040,Hainan,209.59,0.0015411029298448313,924.6617579068987,0.0,1202.0602852789684,0.0,7212.3617116738105,True,0.0,1.3,600000.0
2040,Chongqing,197.552,0.0014525882246133215,871.552934767993,0.0,1133.018815198391,0.0,6798.112891190345,True,0.0,1.3,600000.0
2040,Sichuan,766.627,0.005636963193845858,3382.177916307515,0.0,4396.831291199769,0.0,26380.987747198615,True,0.0,1.3,600000.0
2040,Guizhou,2053.685,0.015100624888965991,9060.374933379595,0.0,11778.487413393474,0.0,70670.92448036085,True,0.0,1.3,600000.0
2040,Yunnan,5000.0,0.03676470561202422,22058.82336721453,0.0,28676.47037737889,0.0,172058.82226427333,True,0.0,1.3,600000.0
2040,Tibet,197.882,0.0014550146951837154,873.0088171102293,0.0,1134.911462243298,0.0,6809.468773459788,True,0.0,1.3,600000.0
2040,Shaanxi,2517.058,0.01850777927567809,11104.667565406853,0.0,14436.067835028909,0.0,86616.40701017345,True,0.0,1.3,600000.0
2040,Gansu,6340.117,0.04661850701015803,27971.104206094817,0.0,36362.435467923264,0.0,218174.61280753958,True,0.0,1.3,600000.0
2040,Qinghai,4422.175,0.032515992407970644,19509.595444782386,0.0,25362.474078217103,0.0,152174.84446930262,True,0.0,1.3,600000.0
2040,Ningxia,8780.721,0.06456412452526378,38738.47471515826,0.0,50360.017129705746,0.0,302160.10277823446,True,0.0,1.3,600000.0
2040,Xinjiang,18800.0,0.13823529310121105,82941.17586072662,0.0,107823.52861894462,0.0,646941.1717136677,True,0.0,1.3,600000.0
2045,Beijing,89.707,0.0006596102892675713,474.9194082726513,0.0,617.3952307544467,0.0,3704.3713845266802,True,0.0,1.3,720000.0
2045,Tianjin,327.495,0.002408051452881974,1733.7970460750214,0.0,2253.936159897528,0.0,13523.616959385166,True,0.0,1.3,720000.0
2045,Hebei,6658.259,0.048957786404722155,35249.60621139995,0.0,45824.488074819936,0.0,274946.9284489196,True,0.0,1.3,720000.0
2045,Shanxi,3751.743,0.027586345385394517,19862.168677484053,0.0,25820.81928072927,0.0,154924.91568437562,True,0.0,1.3,720000.0
2045,InnerMongolia,20260.0,0.14897058713992214,107258.82274074394,0.0,139436.46956296713,0.0,836618.8173778028,True,0.0,1.3,720000.0
2045,Liaoning,982.154,0.0072217205351344065,5199.638785296773,0.0,6759.530420885805,0.0,40557.18252531483,True,0.0,1.3,720000.0
2045,Jilin,677.251,0.004979786728089803,3585.446444224658,0.0,4661.080377492056,0.0,27966.482264952334,True,0.0,1.3,720000.0
2045,Heilongjiang,700.832,0.005153176432697231,3710.2870315420064,0.0,4823.373141004608,0.0,28940.23884602765,True,0.0,1.3,720000.0
2045,Shanghai,225.255,0.001656286752527303,1192.5264618196582,0.0,1550.2844003655557,0.0,9301.706402193335,True,0.0,1.3,720000.0
2045,Jiangsu,10544.137,0.07753041854757045,55821.901354250724,0.0,72568.47176052595,0.0,435410.8305631557,True,0.0,1.3,720000.0
2045,Zhejiang,5181.171,0.03809684530811143,27429.72862184023,0.0,35658.6472083923,0.0,213951.8832503538,True,0.0,1.3,720000.0
2045,Anhui,3408.665,0.025063713051002107,18045.873396721516,0.0,23459.635415737972,0.0,140757.81249442784,True,0.0,1.3,720000.0
2045,Fujian,746.015,0.00548540437143085,3949.4911474302116,0.0,5134.338491659275,0.0,30806.03094995565,True,0.0,1.3,720000.0
2045,Jiangxi,1751.915,0.012881727846457882,9274.844049449675,0.0,12057.297264284578,0.0,72343.78358570747,True,0.0,1.3,720000.0
2045,Shandong,11210.0,0.0824264699821583,59347.05838715398,0.0,77151.17590330017,0.0,462907.05541980104,True,0.0,1.3,720000.0
2045,Henan,5000.0,0.03676470561202422,26470.588040657436,0.0,34411.764452854666,0.0,206470.586717128,True,0.0,1.3,720000.0
2045,Hubei,1569.204,0.01153826462104217,8307.550527150363,0.0,10799.815685295473,0.0,64798.89411177284,True,0.0,1.3,720000.0
2045,Hunan,5317.517,0.03909938941838684,28151.560381238523,0.0,36597.02849561008,0.0,219582.17097366048,True,0.0,1.3,720000.0
2045,Guangdong,7317.268,0.05380344078085705,38738.477362217076,0.0,50360.0205708822,0.0,302160.12342529325,True,0.0,1.3,720000.0
2045,Guangxi,996.006,0.007323573475561959,5272.97290240461,0.0,6854.864773125993,0.0,41129.188638755964,True,0.0,1.3,720000.0
2045,Hainan,209.59,0.0015411029298448313,1109.5941094882785,0.0,1442.472342334762,0.0,8654.834054008572,True,0.0,1.3,720000.0
2045,Chongqing,197.552,0.0014525882246133215,1045.8635217215915,0.0,1359.622578238069,0.0,8157.735469428415,True,0.0,1.3,720000.0
2045,Sichuan,766.627,0.005636963193845858,4058.6134995690177,0.0,5276.197549439723,0.0,31657.185296638338,True,0.0,1.3,720000.0
2045,Guizhou,2053.685,0.015100624888965991,10872.449920055513,0.0,14134.184896072167,0.0,84805.109376433,True,0.0,1.3,720000.0
