snapshot,province,load_mw,min_output_floor_mw,thermal_stage1_mw,min_output_deficit_mw,min_output_binding,vre_stage1_mw,vre_curtailment_total_mw,thermal_stage2_mw,vre_stage2_mw,onwind_stage1_mw,onwind_curtailment_mw,onwind_stage2_mw,offwind_stage1_mw,offwind_curtailment_mw,offwind_stage2_mw,solar_stage1_mw,solar_curtailment_mw,solar_stage2_mw
2025-09-23 07:00:00,Shandong,95253.15186715874,9525.315186715874,90309.91946436904,0.0,False,3461.083113093932,0.0,90309.91946436904,3461.083113093932,954.2058768222112,0.0,954.2058768222112,444.0770144727014,0.0,444.0770144727014,2062.8002217990193,0.0,2062.8002217990193
2025-09-23 08:00:00,Shandong,84064.09665337975,8406.409665337975,72297.22440598678,0.0,False,11172.712412306331,0.0,72297.22440598678,11172.712412306331,489.62008229792286,0.0,489.62008229792286,437.17070428329066,0.0,437.17070428329066,10245.921625725117,0.0,10245.921625725117
2025-09-23 09:00:00,Shandong,88093.39552247111,8809.339552247111,66685.81917778502,0.0,False,20810.759790351898,0.0,66685.81917778502,20810.759790351898,494.56971010881955,0.0,494.56971010881955,395.97023110172864,0.0,395.97023110172864,19920.21984914135,0.0,19920.21984914135
2025-09-23 10:00:00,Shandong,94520.38759815133,9452.038759815134,64338.377311955395,0.0,False,29590.057050816176,0.0,64338.377311955395,29590.057050816176,407.27847460099366,0.0,407.27847460099366,343.3615518379863,0.0,343.3615518379863,28839.417024377195,0.0,28839.417024377195
2025-09-23 11:00:00,Shandong,99396.03675901212,9939.603675901213,61266.96059142991,0.0,False,37534.96957125102,0.0,61266.96059142991,37534.96957125102,305.10061095206646,0.0,305.10061095206646,288.0543026128726,0.0,288.0543026128726,36941.81465768608,0.0,36941.81465768608
2025-09-23 12:00:00,Shandong,92971.50457170227,9297.150457170228,51652.3972339823,0.0,False,40735.30487566222,0.0,51652.3972339823,40735.30487566222,296.5626264019224,0.0,296.5626264019224,241.73638855500565,0.0,241.73638855500565,40197.00586070529,0.0,40197.00586070529
2025-09-23 13:00:00,Shandong,88925.09318263578,8892.50931826358,49622.145953225154,0.0,False,41102.77763787515,0.0,49622.145953225154,41102.77763787515,372.55593899423326,0.0,372.55593899423326,224.36682948990426,0.0,224.36682948990426,40505.85486939101,0.0,40505.85486939101
2025-09-23 14:00:00,Shandong,87078.17565587215,8707.817565587216,49615.98495360255,0.0,False,36885.82217059873,0.0,49615.98495360255,36885.82217059873,411.2977215672755,0.0,411.2977215672755,250.37869751465138,0.0,250.37869751465138,36224.1457515168,0.0,36224.1457515168
2025-09-23 15:00:00,Shandong,84456.62241450779,8445.662241450778,56016.706110707295,0.0,False,27857.27334095349,0.0,56016.706110707295,27857.27334095349,558.335166737194,0.0,558.335166737194,299.88461651992566,0.0,299.88461651992566,26999.05355769637,0.0,26999.05355769637
2025-09-23 16:00:00,Shandong,82269.2671965939,8226.92671965939,61631.08876838006,0.0,False,20046.68712310973,0.0,61631.08876838006,20046.68712310973,693.1593053884951,0.0,693.1593053884951,358.22413080161505,0.0,358.22413080161505,18995.30368691962,0.0,18995.30368691962
2025-09-23 17:00:00,Shandong,99082.967282752,9908.2967282752,88181.75274679088,0.0,False,9493.326130606563,0.0,88181.75274679088,9493.326130606563,813.3574281087701,0.0,813.3574281087701,402.35910396192014,0.0,402.35910396192014,8277.609598535873,0.0,8277.609598535873
2025-09-23 18:00:00,Shandong,112743.44501133381,11274.344501133382,107710.25748754897,0.0,False,2854.428578859003,0.0,107710.25748754897,2854.428578859003,910.5583975477812,0.0,910.5583975477812,418.56314497281153,0.0,418.56314497281153,1525.3070363384104,0.0,1525.3070363384104
2025-09-23 19:00:00,Shandong,122295.16675667117,12229.516675667117,118708.22938613803,0.0,False,1204.8241711186386,0.0,118708.22938613803,1204.8241711186386,861.5108637794793,0.0,861.5108637794793,343.31330733915917,0.0,343.31330733915917,0.0,0.0,0.0
2025-09-23 20:00:00,Shandong,120572.19522677724,12057.219522677726,117003.71989088113,0.0,False,1212.7849589044695,0.0,117003.71989088113,1212.7849589044695,934.453531256792,0.0,934.453531256792,278.33142764767763,0.0,278.33142764767763,0.0,0.0,0.0
2025-09-23 21:00:00,Shandong,118218.1462112228,11821.814621122281,114779.93023965147,0.0,False,1053.7877040089957,0.0,114779.93023965147,1053.7877040089957,828.465837268347,0.0,828.465837268347,225.32186674064883,0.0,225.32186674064883,0.0,0.0,0.0
2025-09-23 22:00:00,Shandong,113265.72423917153,11326.572423917154,109942.33587849709,0.0,False,951.3181509404403,0.0,109942.33587849709,951.3181509404403,739.0171949891505,0.0,739.0171949891505,212.3009559512898,0.0,212.3009559512898,0.0,0.0,0.0
2025-09-23 23:00:00,Shandong,107528.74143576807,10752.874143576808,104307.46770022823,0.0,False,893.960977399746,0.0,104307.46770022823,893.960977399746,672.3339015338246,0.0,672.3339015338246,221.62707586592137,0.0,221.62707586592137,0.0,0.0,0.0
