snapshot,province,load_mw,min_output_floor_mw,thermal_stage1_mw,min_output_deficit_mw,min_output_binding,vre_stage1_mw,vre_curtailment_total_mw,thermal_stage2_mw,vre_stage2_mw,onwind_stage1_mw,onwind_curtailment_mw,onwind_stage2_mw,offwind_stage1_mw,offwind_curtailment_mw,offwind_stage2_mw,solar_stage1_mw,solar_curtailment_mw,solar_stage2_mw
2030-01-01 00:00:00,Shandong,102076.90402641724,10207.690402641725,117442.6060837327,0.0,False,11273.31141715648,0.0,117442.6060837327,11273.31141715648,8117.84056833471,0.0,8117.84056833471,3155.4708488217693,0.0,3155.4708488217693,0.0,0.0,0.0
2030-01-01 01:00:00,Shandong,101550.99009126566,10155.099009126567,116720.41747610929,0.0,False,10373.249802047907,0.0,116720.41747610929,10373.249802047907,7385.367369799952,0.0,7385.367369799952,2987.882432247956,0.0,2987.882432247956,0.0,0.0,0.0
2030-01-01 02:00:00,Shandong,101270.26031050818,10127.026031050818,116720.4170317255,0.0,False,9206.177841297773,0.0,116720.4170317255,9206.177841297773,6496.634730720286,0.0,6496.634730720286,2709.543110577486,0.0,2709.543110577486,0.0,0.0,0.0
2030-01-01 03:00:00,Shandong,99635.00517236056,9963.500517236056,116720.41672512653,0.0,False,7941.6875789532405,0.0,116720.41672512653,7941.6875789532405,5520.90470188607,0.0,5520.90470188607,2420.7828770671704,0.0,2420.7828770671704,0.0,0.0,0.0
2030-01-01 04:00:00,Shandong,97972.34486442691,9797.23448644269,116720.41669438937,0.0,False,6789.313743788024,0.0,116720.41669438937,6789.313743788024,4728.043999871793,0.0,4728.043999871793,2061.269743916231,0.0,2061.269743916231,0.0,0.0,0.0
2030-01-01 05:00:00,Shandong,103315.71600690715,10331.571600690717,116720.42254350659,0.0,False,5652.595519384207,0.0,116720.42254350659,5652.595519384207,4027.8372008870974,0.0,4027.8372008870974,1624.75831849711,0.0,1624.75831849711,0.0,0.0,0.0
2030-01-01 06:00:00,Shandong,107179.67803480488,10717.96780348049,116720.42235968591,0.0,False,4333.569918174865,0.0,116720.42235968591,4333.569918174865,3424.311387244098,0.0,3424.311387244098,909.2585309307673,0.0,909.2585309307673,0.0,0.0,0.0
2030-01-01 07:00:00,Shandong,114828.99180405917,11482.899180405919,116720.42229562884,0.0,False,3774.0925593073343,0.0,116720.42229562884,3774.0925593073343,3039.9658160472804,0.0,3039.9658160472804,734.1267432600538,0.0,734.1267432600538,0.0,0.0,0.0
2030-01-01 08:00:00,Shandong,115877.32875084486,11587.732875084486,116720.4229567053,0.0,False,14860.525125905786,0.0,116720.4229567053,14860.525125905786,2977.5020381823947,0.0,2977.5020381823947,687.9234260960822,0.0,687.9234260960822,11195.09966162731,0.0,11195.09966162731
2030-01-01 09:00:00,Shandong,95316.43461534093,9531.643461534093,101407.44295169314,0.0,False,58884.29305032563,0.0,101407.44295169314,58884.29305032563,1061.3188543115796,0.0,1061.3188543115796,597.4612715830959,0.0,597.4612715830959,57225.51292443095,0.0,57225.51292443095
2030-01-01 10:00:00,Shandong,102944.1370381903,10294.413703819031,69414.3873269976,0.0,False,103586.41600896427,0.0,69414.3873269976,103586.41600896427,916.4253431293774,0.0,916.4253431293774,551.3114811469845,0.0,551.3114811469845,102118.6791846879,0.0,102118.6791846879
2030-01-01 11:00:00,Shandong,108730.66991069668,10873.066991069669,52571.37565260286,0.0,False,135022.9450361754,0.0,52571.37565260286,135022.9450361754,1103.6691704092027,0.0,1103.6691704092027,613.485855226196,0.0,613.485855226196,133305.79001054,0.0,133305.79001054
